3694490	0
1128390	1
3575958	2
791134	3
6407221	4
1002956	5
12846335	6
10898549	7
1235355	8
9304465	9
11540970	10
3520654	11
652900	12
7797913	13
5088056	14
1556514	15
952841	16
5421997	17
129317	18
9143205	19
14207809	20
2438383	21
711715	22
571596	23
6920756	24
3892035	25
2837789	26
68740	27
9162803	28
857664	29
10207169	30
8856630	31
7315631	32
15104217	33
2168876	34
12705013	35
740342	36
11417387	37
3295357	38
1176232	39
1679669	40
13894434	41
1893313	42
14855150	43
9647834	44
944449	45
3089121	46
10598749	47
3530803	48
13303315	49
122097	50
2559199	51
13622209	52
11190183	53
9730204	54
282485	55
5610008	56
7434942	57
12982103	58
13624873	59
825089	60
11788727	61
8817418	62
10875468	63
2376429	64
622068	65
7171206	66
239024	67
121678	68
355955	69
442981	70
4007239	71
11770969	72
10472129	73
2643112	74
6676416	75
237511	76
12344131	77
13487207	78
8537837	79
14910165	80
5967588	81
1418947	82
440580	83
2833793	84
11234152	85
5609884	86
4496035	87
14524849	88
13360498	89
1884703	90
9905050	91
11693981	92
1567888	93
13858	94
11833208	95
12078172	96
5371663	97
1279631	98
6183899	99
8795492	100
4270147	101
3224032	102
529101	103
565302	104
13810615	105
4623612	106
5246215	107
5454070	108
1139194	109
4122825	110
487748	111
839834	112
947077	113
4472726	114
1548193	115
2642644	116
5808102	117
1402381	118
1710190	119
1699346	120
6491786	121
594260	122
401783	123
238867	124
48656	125
13998576	126
1927301	127
2134589	128
693633	129
11482013	130
5516366	131
1011166	132
2037472	133
5754197	134
2496036	135
12955191	136
4052757	137
1116380	138
3963645	139
1313923	140
1269008	141
14633206	142
29378	143
742474	144
556193	145
6736529	146
10009484	147
9838701	148
14920388	149
15297672	150
11881063	151
11878283	152
8711468	153
10483138	154
2766534	155
198451	156
4681230	157
2955247	158
6877078	159
5167237	160
5490983	161
5383598	162
1694311	163
1214265	164
110057	165
3203441	166
2148377	167
4625284	168
5645597	169
14504558	170
13189844	171
2007161	172
596644	173
710155	174
4357930	175
2450992	176
2447591	177
662182	178
560293	179
7518878	180
4537919	181
6158185	182
5682950	183
2500267	184
4091247	185
8098708	186
9026360	187
12899752	188
2044278	189
12624381	190
2612234	191
11444816	192
346296	193
9075842	194
6787150	195
10090020	196
937476	197
7873057	198
701576	199
4191595	200
14807558	201
1117164	202
1598988	203
11116642	204
10121952	205
12099556	206
2769241	207
194170	208
849523	209
397760	210
4277204	211
3965907	212
1565599	213
2182851	214
10439629	215
391086	216
4091097	217
2746365	218
869596	219
10162507	220
5524243	221
2063018	222
1166517	223
4961136	224
6720784	225
14172005	226
2446645	227
