3169390	0
1751722	1
5134547	2
1351601	3
299580	4
3608356	5
10557854	6
5978159	7
598970	8
341184	9
3669886	10
10770309	11
1649251	12
1317064	13
2249365	14
12097180	15
2768431	16
2768433	17
8589351	18
5309725	19
347804	20
28651	21
10420277	22
11635152	23
784533	24
12332555	25
13145924	26
11216100	27
514658	28
72897	29
1807882	30
4660261	31
2319050	32
7350192	33
6970103	34
12677612	35
1051331	36
11695599	37
13742358	38
12713664	39
1933988	40
1153305	41
8589801	42
13151568	43
1682714	44
1581730	45
2804610	46
115500	47
9405169	48
13496286	49
8706502	50
2955767	51
11799520	52
1693783	53
2546744	54
457228	55
1958898	56
15197658	57
5941037	58
9735258	59
10552980	60
274283	61
107739	62
26385	63
2042672	64
25728	65
874067	66
1237231	67
9783369	68
6213688	69
13367593	70
8588916	71
9694529	72
1792567	73
9164095	74
12904148	75
1654429	76
11653904	77
12442220	78
7332956	79
693679	80
10675142	81
5997361	82
8038379	83
7331759	84
10815648	85
10084635	86
11743570	87
13988663	88
971075	89
675064	90
223362	91
11968931	92
390741	93
190115	94
8657249	95
9714694	96
1294502	97
1149911	98
6641924	99
4682462	100
15136723	101
12018640	102
5197701	103
9196611	104
4632963	105
2535537	106
420477	107
13784906	108
2059462	109
7369604	110
6261060	111
6542267	112
12591195	113
5651971	114
12168385	115
7286799	116
7455301	117
1593705	118
2296984	119
10580772	120
593837	121
4221994	122
1323599	123
12711984	124
1477525	125
12292877	126
14145501	127
1401106	128
2576503	129
850192	130
10335246	131
12762049	132
12662654	133
677683	134
4998530	135
2715802	136
12355320	137
4093625	138
10126806	139
2797295	140
2288295	141
11882237	142
7540866	143
2055975	144
9639719	145
5559256	146
3871083	147
7419599	148
2273083	149
12639910	150
2380571	151
795264	152
327362	153
2837134	154
2054376	155
47172	156
1980766	157
8919241	158
5251789	159
5473928	160
507664	161
2177972	162
11851578	163
274707	164
263231	165
12150969	166
7281219	167
1550761	168
3350602	169
7934530	170
6414372	171
465762	172
43411	173
1383896	174
5958712	175
12868019	176
8487504	177
6682794	178
10618342	179
133417	180
13253255	181
15190520	182
205885	183
1505991	184
3425595	185
5366043	186
849982	187
13479034	188
2223479	189
1740	190
8967329	191
11527177	192
1302365	193
13575226	194
5363676	195
7555647	196
10947259	197
851316	198
3248560	199
301338	200
6552320	201
7717070	202
5365633	203
2640626	204
13797313	205
857872	206
13425637	207
1838651	208
135718	209
1607716	210
1799302	211
9825750	212
4365484	213
7096661	214
5282433	215
2425086	216
6199702	217
2296612	218
13180304	219
15156424	220
4402057	221
5850823	222
332672	223
15258450	224
1037910	225
4236377	226
479391	227
11080745	228
9800249	229
13759558	230
9752519	231
7377244	232
2694933	233
1870043	234
3624966	235
11877193	236
7046737	237
